,text,embeddings,distances
176,"December 7 – After substantial protests against China's Zero-COVID policies, the Chinese government eases on its COVID restrictions.","[ 0.0158199  -0.01880331 -0.01237197 ...  0.01095224  0.01226729
 -0.02933683]",0.262766175927895
13,"January 23 – Tropical Storm Ana kills 115 people in Madagascar, Malawi and Mozambique, days after a series of floods killed 11 people in Madagascar.","[-0.01505969 -0.00715816  0.00064524 ... -0.00505621 -0.02048118
 -0.00765801]",0.2629066584353984
116,"August 9 – 2022 Kenyan general election: William Ruto is elected as Kenya's 5th president, defeating longtime opposition leader Raila Odinga. His victory is certified by the nation's election supervisory agency on August 15 amid protests and violence by Odinga supporters.","[-0.02243612 -0.01107598 -0.00536361 ... -0.01462158  0.0081762
  0.01382075]",0.2630628599618204
107,"July 21 – The European Central Bank raises its key interest rate for the first time in more than 11 years, from minus 0.5 per cent to zero, with plans for further increases later in the year.","[-0.01856399 -0.02234036  0.01776294 ...  0.00731752  0.0097461
 -0.01385942]",0.2634736136108678
149,"October 20 – After 45 days in office, Liz Truss announced her resignation as leader of the Conservative Party and her intention to resign as prime minister of the United Kingdom.","[-0.01926479 -0.00394807 -0.00397999 ...  0.02184364 -0.00067503
 -0.01668594]",0.2635944568306744
127,September 6 – Liz Truss is appointed Prime Minister of the United Kingdom after winning the July–September 2022 Conservative Party leadership election.,"[-0.01073672  0.00121546 -0.01715874 ...  0.01156214  0.00348928
 -0.01429478]",0.2636818864247079
152,October 28 – Sam Matekane is sworn in as Prime Minister of Lesotho after securing a victory in the 7 October elections.,"[-0.00077283 -0.01176046 -0.0303849  ... -0.00757712  0.01287474
  0.00018684]",0.2641029984572689
157,"October 30 – The collapse of a suspension bridge in Gujarat, India, leaves at least 135 dead.","[ 0.00823728  0.02337782  0.0152571  ... -0.0121746   0.01594354
 -0.01968658]",0.2643782295173106
69,"April 20 – A European Southern Observatory team announce the discovery of micronovae, a new type of exploding star.","[-0.00450007 -0.00101211 -0.00531886 ...  0.02786472 -0.00137277
 -0.02267907]",0.2646400066003104
164,November 15 – The world population reaches 8 billion.,"[ 0.00077877 -0.01112007  0.00697296 ...  0.00072108  0.00922353
 -0.02293555]",0.264900820713614
91,"June 19 – The second round of the 2022 legislative election is held in France, resulting in a hung parliament, with President Macron's coalition losing its majority in the National Assembly. A newly-formed coalition of left-wing parties, led by far-left Jean-Luc Mélenchon, makes significant gains. Marine Le Pen's far-right National Rally also makes historic gains, increasing its number of MPs tenfold and becoming the largest opposition party in Parliament. Two weeks later, Macron's government is reshuffled, continuing as a minority administration.","[-0.02889294 -0.00254054 -0.00879719 ...  0.00236094 -0.01908345
 -0.01551755]",0.2649360337182794
167,"November 19 – The 2022 Malaysian general election results in a hung parliament, which is the first in the country's history. Long-time opposition leader Anwar Ibrahim is appointed by Yang di-Pertuan Agong Abdullah as prime minister five days later to break the political deadlock and form a unity government.","[-0.02532334 -0.02206986 -0.01579347 ... -0.00151066  0.00746123
  0.00537337]",0.2656585504206925
136,"September 22 – October 1 – The 2022 FIBA Women's Basketball World Cup is held in Sydney, Australia. In the final, United States wins 83–61 against China.","[-0.01506562 -0.026969    0.0002589  ... -0.00937102  0.01021943
 -0.013883  ]",0.2656610461626185
75,"May 6 – 2022 monkeypox outbreak: An outbreak of monkeypox begins when the first monkeypox virus case is reported in London, the United Kingdom.","[-0.00614932 -0.01310099  0.00117925 ...  0.00293205  0.01246161
 -0.00250737]",0.2656868756483516
104,"July 18 – Droupadi Murmu is elected as President of India, making her the first tribal woman and youngest person to be elected to the office.","[-0.03118658 -0.00688128 -0.02205849 ... -0.00878243  0.00041368
 -0.00306137]",0.2660018992018685
158,"November 1 – 2022 Israeli legislative election: A bloc of right-wing and far-right political parties led by former Prime Minister Benjamin Netanyahu wins a 64-seat majority (out of 120), allowing him to be sworn in as Prime Minister of Israel for a third time in December.","[-0.01898404 -0.01869837 -0.02246402 ... -0.00049668 -0.0033696
 -0.00528813]",0.2660857087921949
61,"April 7 – President of Yemen Abdrabbuh Mansur Hadi resigns from office, dismisses vice president Ali Mohsen al-Ahmar, and transfers both offices' powers to the newly formed eight-member Presidential Leadership Council, chaired by Rashad al-Alimi.","[-0.01908101 -0.01189956 -0.00126343 ... -0.0118735   0.02626245
  0.00984679]",0.2665546247920105
148,"October 16–October 23 – The 20th National Congress of the Chinese Communist Party is held. Xi Jinping is elected as General Secretary by the Central Committee, beginning a third term as the paramount leader of China.","[-0.00926395 -0.01637769  0.0108734  ...  0.00055486  0.00320279
 -0.01407297]",0.2666399905611717
59,April 6 – The first known dinosaur fossil linked to the very day of the Chicxulub impact is reported by palaeontologists.,"[-0.01958363 -0.01162301 -0.0012049  ...  0.02584022  0.00862188
 -0.02319516]",0.266799579412079
159,"November 1 – 2022 Danish general election: A bloc of left-leaning political parties wins a narrow one-seat majority of 90 seats. Incumbent Prime Minister Mette Frederiksen's second government takes office, in December not using the left-leaning majority but instead consisting of Venstre and the Moderates.","[-0.02324863 -0.04141488 -0.01626362 ... -0.0006638   0.00085195
  0.00064589]",0.2673827022667178
51,"March 21 – China Eastern Airlines Flight 5735 crashes in Guangxi, China, killing all 133 people on board.","[-0.01205943 -0.00542643 -0.00636906 ...  0.01532094  0.00586632
 -0.00958344]",0.2674403337550286
161,"November 6–November 18 – The 2022 United Nations Climate Change Conference (COP27) on climate change mitigation takes place in Sharm el-Sheikh, Egypt.","[-0.01603667 -0.02645798  0.01978025 ...  0.0075251   0.00368666
 -0.02210734]",0.2675912536042715
9,"January 9 – February 6 – The 2021 Africa Cup of Nations is held in Cameroon, with Senegal winning their first championship.","[-0.00275745 -0.02058472  0.01557522 ... -0.01402405  0.02236474
  0.00030614]",0.2679466562122338
150,"October 25 – Amid a government crisis, Rishi Sunak becomes Prime Minister of the United Kingdom, following the resignation of Liz Truss the previous week resulting in a 50-day tenure.","[ 0.00181983 -0.02188914 -0.02135183 ...  0.00443604  0.00297761
 -0.01077826]",0.2681008626375349
8,January 7 – COVID-19 pandemic: The number of COVID-19 cases exceeds 300 million worldwide.,"[ 0.00650504 -0.00334563  0.0053319  ...  0.00034255  0.0033239
 -0.02718711]",0.2682339619235433
108,"July 23 – The World Health Organization (WHO) declares the recent monkeypox outbreak a Public Health Emergency of International Concern, as the number of reported cases exceeds 17,000 in 75 countries.","[ 0.00285075  0.00426971  0.01450357 ... -0.00797568 -0.00077675
 -0.02401033]",0.26857290309242
86,May 27 – Fiji announces that it will become the 14th member of the Indo-Pacific Economic Framework for Prosperity in order to counter Chinese influence in the Pacific. This comes amid a visit by Chinese foreign minister Wang Yi to Kiribati.,"[-0.00358316 -0.00068144  0.00367461 ...  0.00104441 -0.01027585
 -0.01868336]",0.2690899494460552
156,"October 30 – 2022 Brazilian general election: Luiz Inácio Lula da Silva defeats incumbent Jair Bolsonaro in a runoff election after neither candidate secured a majority in the first round of voting. Lula da Silva is the first president elected three times, and also the oldest one, at 77.","[-0.02161233 -0.00954738 -0.01688706 ... -0.00044703 -0.00644561
  0.00777863]",0.269170083377177
41,"March 5 – Researchers in the Antarctic find Endurance, one of the greatest ever undiscovered shipwrecks, which sank in 1915 during Ernest Shackleton's exploration.","[-0.00696187 -0.00776592  0.00062101 ...  0.00355938 -0.00080568
 -0.01958475]",0.2693154234251205
12,"January 16 – World No. 1 tennis champion Novak Djokovic is deported from Australia following a high-profile legal case regarding his COVID-19 vaccination status, preventing his participation in the 2022 Australian Open.","[-1.40887918e-02 -2.57129967e-02  2.74407491e-03 ... -1.93990842e-02
  6.91735512e-03  4.75409361e-05]",0.2699846865922707
132,"September 14–September 25 – The Atlantic hurricane Fiona hits Guadeloupe, Puerto Rico, the Dominican Republic, the Lucayan Archipelago, Bermuda, and Eastern Canada.","[-0.02718692 -0.01122052 -0.00558068 ... -0.02179686 -0.00172712
 -0.00401296]",0.2700965057947496
100,"July 7 – July 17 – The 2022 World Games is held in Birmingham, Alabama, United States.","[-0.00401404 -0.01783453 -0.00247543 ... -0.01553535  0.03048637
 -0.0114832 ]",0.2701408519538064
39,"March 4 – March 13 – The 2022 Winter Paralympics are held in Beijing, China, making it the first city to host both Summer Paralympics and Winter Paralympics.","[-0.00605439 -0.02265596 -0.00847999 ... -0.00325119 -0.01340158
 -0.00911359]",0.2701654991985668
113,"August 4 – The Prime Minister of Peru, Aníbal Torres, resigns following multiple criminal investigations against the President of Peru, Pedro Castillo.","[ 0.00327734  0.00171054 -0.00605317 ...  0.01050281 -0.0172108
  0.00353288]",0.2701915130195389
57,"April 3 – The second round of voting of the 2022 Costa Rican general election is held, and Social Democratic Progress Party presidential candidate Rodrigo Chaves Robles is elected president.","[-0.02193422 -0.01456203 -0.00497883 ...  0.00450993 -0.01707587
  0.00614458]",0.2702070876270291
98,"July 1 – Yair Lapid succeeds Naftali Bennett as Prime Minister of Israel, while Bennett succeeds Lapid as Alternate Prime Minister of Israel; this arrangement had been created after the 2021 Israeli legislative election, in which no party won an outright majority.","[-0.00407296 -0.0145584  -0.02261309 ...  0.00212772 -0.00145079
 -0.02060594]",0.2706000297813394
110,"July 28–August 8 – The 2022 Commonwealth Games is held in Birmingham, England.","[-0.00670859 -0.00759923 -0.00689441 ... -0.00565457  0.0119691
 -0.00841938]",0.270690738199151
19,"February 4 – February 20 – The 2022 Winter Olympics are held in Beijing, China, making it the first city ever to host both the Summer Olympics and Winter Olympics.","[-0.00915525 -0.02710612 -0.01328805 ... -0.0023945   0.00238188
 -0.00925621]",0.2709468464510747
184,"December 7 – The world population was estimated to have reached 8 billion on 15 November 2022, 11 years after it reached 7 billion. China was the most populous country throughout the year, followed by India. Africa was the fastest growing continent.","[-0.00159825 -0.01522742  0.00212209 ... -0.00822407 -0.01351591
 -0.00974681]",0.2709966474770615
81,"May 15 – Former President of Somalia Hassan Sheikh Mohamud is elected president again, beating President Mohamed Abdullahi Mohamed.","[-0.01145447 -0.00952815 -0.01937951 ... -0.02025864  0.03855217
  0.01261155]",0.2710537516968723
94,"June 23 – Dickon Mitchell's party wins a majority of seats in Grenada's general election, defeating Prime Minister Keith Mitchell's party. Mitchell is appointed Prime Minister of Grenada, following Keith Mitchell's resignation on June 24.","[-0.01228157 -0.00284028 -0.02356378 ... -0.01412249  0.00314271
 -0.00114236]",0.2712615327430135
178,December 18 – Argentina wins the 2022 FIFA World Cup against runners-up France.,"[ 4.29914286e-03  4.90250459e-05  1.50373601e-03 ... -8.25126935e-03
  9.74857900e-03 -9.06097330e-03]",0.2714830159476888
165,"November 15 – The 2022 G20 Bali summit in Bali, Indonesia takes place.","[-0.01116487 -0.02802518  0.03205461 ... -0.00556952 -0.00192754
 -0.00826549]",0.2725854652888489
68,"April 19 – The second round of voting of the 2022 East Timorese presidential election is held and the National Congress for Timorese Reconstruction party presidential candidate, former president and former prime minister José Ramos-Horta is elected.","[-0.03674904 -0.01253644 -0.0173632  ...  0.01116393  0.00126497
 -0.00155967]",0.2726286854207578
84,"May 21 – 2022 Australian federal election: The Labor party, led by Anthony Albanese, defeats the Liberal-National Coalition government led by Prime Minister Scott Morrison. Albanese would be sworn in on May 23.","[-0.0180111  -0.0129889  -0.02658964 ... -0.00432751  0.00787747
  0.00099982]",0.2727342072606652
64,"April 11 – The National Assembly of Pakistan elects leader of the opposition Shehbaz Sharif as prime minister of Pakistan, after Imran Khan is removed from office following a motion of no confidence two days prior.","[-0.01706964 -0.0027833  -0.02341702 ...  0.02145717 -0.00291764
 -0.01263153]",0.2729227322237439
83,"May 20 – 2022 monkeypox outbreak: The World Health Organization (WHO) holds an emergency meeting to discuss the spread of monkeypox in nearly a dozen countries, as the number of reported cases reaches 100.","[-0.01195146 -0.01848373  0.00942632 ... -0.00648457 -0.00521882
 -0.00559728]",0.2729705297808218
28,"February 28 – The Intergovernmental Panel on Climate Change (IPCC) releases the second part of its Sixth Assessment Report on climate change. It concludes that many impacts are on the verge of becoming ""irreversible"".","[-0.01411414 -0.01224685  0.00571777 ...  0.01967738 -0.01811916
 -0.026992  ]",0.2734017603792159
177,"December 17 – Leo Varadkar succeeds Micheál Martin as Taoiseach (Prime Minister) of Ireland, as part of a rotation agreement made in 2020.","[ 0.00825725 -0.0237925  -0.02508131 ... -0.0019427  -0.00818143
 -0.01496034]",0.273479941562602
77,May 9 – 2022 Philippine presidential election: Bongbong Marcos and Sara Duterte are elected the 17th President and 15th Vice President of the Philippines in a landslide victory.,"[-0.03312345 -0.02488093 -0.00953961 ... -0.01114338 -0.01015939
  0.00782081]",0.2741244238018597
65,April 13 – COVID-19 pandemic: The number of confirmed cases exceeds 500 million worldwide.,"[ 0.00017294 -0.00729509  0.00456257 ...  0.01098665 -0.00721333
 -0.01919362]",0.2741315934888658
15,"January 24 – The federal government under Scott Morrison announces that, after more than three years of confidential negotiations, copyright ownership of the Australian Aboriginal flag has been transferred to the Commonwealth.","[-0.00901646 -0.00865763 -0.01623223 ...  0.01167833  0.02617513
 -0.02956772]",0.2743962946945364
42,March 7 – COVID-19 pandemic: The global death toll from COVID-19 surpasses 6 million.,"[ 0.00568869 -0.00601058  0.00407927 ... -0.00013763  0.00632627
 -0.02577554]",0.2763993945927988
179,"December 19 – At the UN Biodiversity Conference (COP15), nearly 200 countries agree a landmark deal to protect a third of the planet for nature by 2030.","[ 0.00178288 -0.00933023  0.02926531 ...  0.01064309 -0.02322361
 -0.02554342]",0.2764031133463354
122,"August 28 – 2022 Pakistan floods: Pakistan declares a ""climate catastrophe"" and appeals for international assistance, as the death toll from recent flooding in the country exceeds 1,000, the world's deadliest flood since 2017. Several nations, alongside the UN, pledge millions in funding for aid.","[-0.01190369 -0.02288282 -0.00468058 ... -0.00146308 -0.00768539
 -0.01079935]",0.278291027899794
146,October 5 – OPEC+ imposes a production cut of up to 2 million barrels per day.,"[-0.02460375 -0.02089192  0.01123859 ...  0.01813383 -0.00162554
 -0.01006576]",0.2783837007630201
139,September 26 – NASA's DART crashes into the asteroid Dimorphos in a first test of potential planetary defense.,"[-0.00466722 -0.01153    -0.01184935 ... -0.00102875 -0.01386528
 -0.00493335]",0.2788565559366223
138,"September 25 – The 2022 Italian general election is held to elect all 400 seats of the Chamber of Deputies and 200 seats of the Senate of the Republic (reduced from 630 and 215 respectively according to the outcome of the 2020 constitutional referendum). Observers commented that the results shifted the geopolitics of the European Union, following far-right gains in France, Spain, and Sweden. It was also noted that the election outcome would mark Italy's most right-wing government since 1945.","[-0.0191625  -0.01568429 -0.00328265 ...  0.00422493 -0.01179877
 -0.02606721]",0.2792725437208369
1," – The year saw the removal of nearly all COVID-19 restrictions and the reopening of international borders in most countries, while the global rollout of COVID-19 vaccines continued. The global economic recovery from the pandemic continued, though many countries experienced an ongoing inflation surge; in response, many central banks raised their interest rates to landmark levels. The world population reached eight billion people in 2022. The year also witnessed numerous natural disasters, including two devastating Atlantic hurricanes (Fiona and Ian), and the most powerful volcano eruption of the century so far. The later part of the year also saw the first public release of ChatGPT by OpenAI starting an arms race in artificial intelligence which increased in intensity into 2023, as well as the collapse of the cryptocurrency exchange FTX.","[-0.01104066 -0.02246847 -0.00058366 ... -0.01691477 -0.01295642
 -0.02270878]",0.2812573757447427
71,"April 24 – The 2022 Slovenian parliamentary election is held to elect all 90 members of the National Assembly of Slovenia, the lower house of the Slovenian Parliament; the Freedom Movement party becomes the largest party, winning 41 of 90 seats.","[-0.00997661 -0.00123997 -0.0123207  ...  0.00150692 -0.01161305
 -0.01353382]",0.2815256956723312
80,May 13 – Mohamed bin Zayed Al Nahyan is elected as the 3rd president of the United Arab Emirates by the Federal Supreme Council following the death of Khalifa bin Zayed Al Nahyan a day earlier.,"[-0.01946552 -0.02943319 -0.01266592 ... -0.00879948  0.00959309
 -0.00665358]",0.281653420177775
174,"December 5 – The National Ignition Facility achieves fusion ignition, a major milestone in the development of nuclear fusion power.","[-0.02921719 -0.00903478 -0.01876952 ...  0.01213926 -0.00089602
 -0.00758299]",0.2825741013478229
151,October 28 – Elon Musk completes his $44 billion acquisition of Twitter.,"[-0.01017707 -0.01609163  0.00477957 ...  0.01370815  0.01368293
 -0.00185224]",0.2826527242672256
70,"April 22 – The Large Hadron Collider recommences full operations, three years after being shut down for upgrades.","[-0.01252129  0.00182826 -0.02698646 ...  0.02876947  0.0127626
  0.00132637]",0.2830725972254709
128,September 8 – Queen Elizabeth II of the United Kingdom and 14 other Commonwealth realms dies at Balmoral Castle in Scotland at the age of 96. Her son Charles III succeeds her as King.,"[-0.00256447 -0.00083198 -0.02054128 ...  0.02927547  0.01037265
 -0.00373594]",0.283113478786578
103,"July 11 – The first operational image from the James Webb Space Telescope, showing the galaxy cluster SMACS 0723, is revealed to the public.","[ 0.00694941 -0.00099566 -0.00603706 ...  0.01198353 -0.01366588
 -0.00909118]",0.2837191772133991
72,"April 25 – Elon Musk reaches an agreement to acquire the social media network Twitter (which he later rebrands as X) for $44 billion USD, which later closes in October.","[-0.01151656 -0.01461324  0.01079998 ...  0.01217557  0.01539381
 -0.00361492]",0.284064770581221
22,"February 9 – The biggest breakthrough in fusion energy since 1997 is reported at the Joint European Torus in Oxford, the UK, with 59 megajoules produced over five seconds (11 megawatts of power), more than double the previous record.","[-0.01088276 -0.01674982 -0.01147013 ...  0.0012597   0.00774795
 -0.01285605]",0.2843566199685713
166,"November 16 – NASA launches Artemis 1, the first uncrewed mission of its Space Launch System, the most powerful rocket ever to reach orbit. The onboard Orion capsule orbits the Moon before returning to Earth, as a demonstration of planned human missions.","[ 0.01190604 -0.01334409 -0.02971975 ... -0.00858945  0.0172955
  0.00016194]",0.2878743551704652
134,"September 19 – The state funeral of Elizabeth II is held in Westminster Abbey, London. Her coffin is then taken by procession to Windsor Castle for burial with her husband, parents and sister in the King George VI Memorial Chapel. The funeral is speculated to be the most watched television event in world history.","[-0.00515587 -0.01083988 -0.00596419 ...  0.01346129 -0.00805101
 -0.01891021]",0.2879153436538784
10,"January 10 – The first successful heart transplant from a pig to a human patient occurs in Baltimore, Maryland, United States.","[-0.00901502 -0.01288966  0.0097512  ... -0.01123002  0.00705186
 -0.00527598]",0.2880240009256627
3," January 1 – The Regional Comprehensive Economic Partnership, the largest free trade area in the world, comes into effect for Australia, Brunei, Cambodia, China, Indonesia, Japan, South Korea, Laos, Malaysia, Myanmar, New Zealand, the Philippines, Singapore, Thailand, and Vietnam.","[-0.00054047 -0.02415807 -0.00532435 ... -0.00850322 -0.01495937
 -0.01806934]",0.2914074621201071
79,"May 12 – The Event Horizon Telescope collaboration reveals its first image of Sagittarius A*, the supermassive black hole at the centre of the Milky Way.","[ 0.0007351  -0.00938811 -0.01618456 ...  0.01960924 -0.002828
 -0.03464343]",0.292416721557564
168,"November 19–November 26 – The 2022 Central American and Caribbean Beach Games are held in Santa Marta, Colombia.","[-0.0216997  -0.02506801  0.01298743 ... -0.01254696 -0.00031578
 -0.0119316 ]",0.2930082609975301
182,"December 29 – Brazilian football legend Pelé dies at the age of 82, with his funeral being held at the Vila Belmiro stadium in Santos.","[-0.00761695  0.00403456  0.00835572 ...  0.00777617  0.0170044
 -0.00569361]",0.2932872815014659
162,"November 11 – The cryptocurrency exchange FTX, once valued at $18 billion, files for Chapter 11 bankruptcy, in a collapse that affects the cryptocurrency environment.","[ 0.00273924 -0.02540116  0.0001484  ...  0.00631397  0.00570304
 -0.04676033]",0.2940414180923609
183,"December 31 – Former Pope Benedict XVI dies at the age of 95, with his funeral being held in St. Peter's Square, presided over by Pope Francis and Cardinal Giovanni Battista Re.","[ 0.02360741  0.00775043 -0.01279436 ...  0.00880584  0.00434141
 -0.00922023]",0.2947968633775895
0," – 2022 (MMXXII) was a common year starting on Saturday of the Gregorian calendar, the 2022nd year of the Common Era (CE) and Anno Domini (AD) designations, the 22nd  year of the 3rd millennium and the 21st century, and the  3rd   year of the 2020s decade.  ","[ 4.09918939e-05 -1.79859977e-02 -1.71821546e-02 ... -7.89399352e-03
 -1.29117351e-02 -1.30373361e-02]",0.2953870520789613
172,"November 30 – OpenAI releases ChatGPT, an artificial intelligence chatbot able to answer questions and write essays.","[-1.13024879e-02 -1.44406212e-02 -5.85894895e-06 ... -1.02477623e-02
 -3.42134642e-03 -3.81263644e-02]",0.2958377312349108
55,"March 31 – Expo 2020 closes in Dubai after a 6-month run; originally scheduled for 10 April 2021, it was delayed due to the COVID-19 pandemic.","[-0.00312684 -0.04655766 -0.00169539 ... -0.00162981  0.03217842
 -0.01744941]",0.2972625651105517
170,"November 20 – 2022 Nepalese general election: The Nepali Congress, led by Prime Minister Sher Bahadur Deuba, emerged as the largest party with 89 seats, but the governing bloc falls short of the majority by two seats, leading into likely coalition government.","[-0.00434643 -0.00070388 -0.00164198 ... -0.0091758   0.00246459
 -0.00334192]",0.2985300821554073
58,"April 4 – The Intergovernmental Panel on Climate Change (IPCC) releases the third and final part of its Sixth Assessment Report on climate change, warning that greenhouse gas emissions must peak by 2025 at the latest and decline 43% by 2030, in order to limit global warming to 1.5 °C (2.7 °F).","[-0.01041568 -0.01640791  0.002665   ...  0.01751377 -0.01571353
 -0.02666928]",0.2992421126569996
